t,value
1540536440,1147352587
1540536620,1147352587
1540536800,1147352587
1540536980,1147352587
1540547724,956797702
1540547904,956797702
1540548084,956797702
1540548264,956797702
1540574625,956797702
1540574805,956797702
1540574985,956797702
1540575165,956797702
1540575345,956797702
1540575525,956797702
1540575705,956797702
1540575885,956797702
1540576065,956797702
1540576245,956797702
1540576425,956797702
1540576605,956797702
1540576785,956797702
1540640843,956797702
1540749614,956797702
1540749794,956797702
1540749974,956797702
1540750154,956797702
1540750334,956797702
1540750514,956797702
1540750694,956797702
1540750874,956797702
1540751054,956797702
1540751234,956797702
1540751414,956797702
1540751594,956797702
1540751774,956797702
1540751954,956797702
1540752134,956797702
1540752314,956797702
1540752494,956797702
1540752674,956797702
1540752854,956797702
1540753034,956797702
1540753214,956797702
1540753394,956797702
1540753574,956797702
1540753754,956797702
1540753934,956797702
1540754114,956797702
1540754294,956797702
1540754474,956797702
1540789951,956797702
1540790131,956797702
1540790311,956797702
1540790491,956797702
1540790671,956797702
1540795573,979140952
1540795753,979140952
1540795933,979140952
1540796113,979140952
1540796293,979140952
1540796473,979140952
1540796653,979140952
1540796833,979140952
1540797013,979140952
1540797193,979140952
1540797373,979140952
1540797884,904081166
1540798504,790858021
1540798875,796147804
1540799055,796147804
1540802341,796147804
1540803834,796147804
1540804131,776747294
1540804311,776747294
1540804491,776747294
1540804672,776747294
1540804852,791710234
1540805032,791710234
1540805212,791710234
1540805392,791710234
1540805572,791710234
1540805752,791710234
1540806161,791710234
1540806341,791710234
1540806521,791710234
1540806701,791710234
1540806881,791710234
1540807061,791710234
1540807241,791710234
1540807421,791710234
1540807601,791710234
1540807781,791710234
1540807961,791710234
1540808141,791710234
1540808321,791710234
1540808501,791710234
1540808681,791710234
1540808861,791710234
1540809041,791710234
1540809221,791710234
1540809401,791710234
1540809581,791710234
1540812933,791710234
1540813113,791710234
1540813293,791710234
1540813473,791710234
1540813653,791710234
1540814379,791710234
1540814559,791710234
1540814739,791710234
1540814924,791710234
1540815104,791710234
1540815284,791710234
1540815535,791710234
1540815956,791710234
1540816136,791710234
1540816727,791710234
1540816907,791710234
1540817087,791710234
1540817267,791710234
1540817447,791710234
1540817627,791710234
1540817810,791710234
1540817990,791710234
1540818170,791710234
1540818350,791710234
1540818530,791710234
1540818710,791710234
1540818904,791710234
1540819222,791710234
1540819935,791710234
1540820115,791710234
1540821271,791710234
1540821452,791710234
1540821632,791710234
1540821812,791710234
1540822751,791710234
1540826832,791710234
1540827012,791710234
1540828548,791710234
1540828728,791710234
1540839584,791710234
1540839764,791710234
1540839944,791710234
1540840124,791710234
1540840304,791710234
1540840484,791710234
1540840664,791710234
1540840844,791710234
1540841024,791710234
1540841204,791710234
1540841384,791710234
1540841564,791710234
1540841744,791710234
1540841924,791710234
1540842104,791710234
1540842284,791710234
1540842464,791710234
1540842644,791710234
1540842824,791710234
1540843004,791710234
1540843184,791710234
1540843364,791710234
1540843544,791710234
1540843724,791710234
1540843904,791710234
1540844084,791710234
1540844264,791710234
1540875136,791710234
1540875316,791710234
1540875496,791710234
1540875676,791710234
1540875856,791710234
1540876039,791710234
1540876219,791710234
1540876399,791710234
1540876579,791710234
1540876759,791710234
1540876939,791710234
1540877119,791710234
1540877299,791710234
1540877479,791710234
1540877659,791710234
1540877839,791710234
1540878019,791710234
1540878199,791710234
1540878379,791710234
1540878559,791710234
1540878739,791710234
1540878919,791710234
1540879099,791710234
1540879279,791710234
1540879459,791710234
1540881431,791710234
1540881611,791710234
1540881791,791710234
1540881971,791710234
1540882151,791710234
1540882331,791710234
1540882511,791710234
1540882691,791710234
1540882871,791710234
1540883051,791710234
1540883231,791710234
1540883411,791710234
1540883591,791710234
1540884209,791710234
1540884389,791710234
1540884569,791710234
1540884749,791710234
1540884929,791710234
1540888142,791710234
1540888322,791710234
1540888502,791710234
1540888682,791710234
1540888862,791710234
1540889042,791710234
1540889222,791710234
1540899352,654783451
1540899532,654783451
1540899712,654783451
1540899892,654783451
1540900072,654783451
1540900252,654783451
1540961874,654783451
1540962054,654783451
1540962234,654783451
1540962414,654783451
1540962594,654783451
1540962774,654783451
1540963650,654783451
1540963830,654783451
1540964010,654783451
1540964190,654783451
1540964370,654783451
1540964550,654783451
1540966366,654783451
1540966546,654783451
1540966726,654783451
1540966906,654783451
1540967086,654783451
1540967266,654783451
1540967446,654783451
1540967626,654783451
1540967806,654783451
1540967986,654783451
1540968166,654783451
1540968346,654783451
1540968526,654783451
1540968706,654783451
1540968886,654783451
1540969066,654783451
1540969246,654783451
1540969426,654783451
1540969606,654783451
1540969786,654783451
1540969966,654783451
1540970146,654783451
1540970326,654783451
